7952,95688,76536
93331,28866,28388
77805,39380,20600
1319,69735,82840
41342,98526,50209
8021,88727,87433
98156,94156,17113
91276,80858,31212
73709,44168,16705
96021,85550,91238
24333,14581,70745
65816,81545,92473
28463,62742,42136
16011,56186,33934
5557,87112,79527
33294,97149,35137
54022,85359,55090
30304,89384,96407
71922,63662,86508
90558,52184,24102
14655,19123,2857
82349,50402,43838
32143,29019,87281
53994,6594,46352
33224,73890,56694
87782,46748,84155
76762,94769,5565
2585,3413,13703
7977,47424,45155
52360,35971,40077
9255,60960,11072
18642,62245,15825
93800,90102,45701
64444,81356,9585
53470,14067,36216
30689,77843,67387
45458,69019,96510
95193,65046,93513
24107,9997,87715
48671,95755,27078
13059,52508,94251
93063,20869,54042
9799,2522,34032
32132,44708,77858
92740,33310,28674
89871,70481,11963
51663,42416,94109
91834,28513,13721
12722,86577,53077
87971,30179,37851
40778,40505,79891
19069,23127,67361
1991,93649,36357
13931,37151,22895
62423,53701,34319
18448,34103,20591
31781,56173,87816
92491,60464,15705
50247,62858,60713
49717,38776,24709
69871,53273,94485
8348,58917,55622
98728,77506,18383
59836,9106,1703
63638,16854,85261
89785,49872,69086
90514,81862,31408
2356,23415,65452
82885,5150,768
6507,32126,54553
76574,51386,1907
83318,17364,9988
21540,57736,62771
67155,64537,40414
23180,35046,90904
96310,61210,67416
35351,40933,52022
19708,197,15020
32485,10540,11546
35379,97617,73429
86284,73707,46114
99104,19452,1361
43498,21068,64636
90981,38546,57777
4107,86868,49225
91536,50566,46167
60939,72468,57995
72971,94193,73996
3236,86979,28686
11454,46425,5097
37309,38692,34479
80806,76941,28667
12248,42002,93374
52063,80648,2275
12358,30298,55369
15898,84508,72786
67349,3246,21600
90606,10933,32853
24798,35513,45492
73155,28423,19052
78170,1025,93534
81364,28843,66738
6254,98759,81760
16814,44133,44430
9933,63381,28207
3711,69204,75194
67730,95210,45744
39626,44497,37910
51728,33883,43323
9105,41933,24063
67167,9407,31489
2666,45739,42362
74551,42609,62952
1574,4937,69492
16154,22562,49562
94743,77241,63121
18972,11270,75455
77498,23846,80363
3519,61088,35514
31386,51689,96520
87539,10475,47317
54163,34415,87752
36462,21335,64314
29369,51738,68337
26061,69871,81372
29426,1885,93280
11615,8712,68163
24822,15479,11689
12390,27721,50118
68990,29877,6152
18088,90022,71095
24240,12921,84053
787,79120,11970
46730,3216,47935
18101,47036,35768
43625,78622,2998
66449,78514,2864
13568,69963,99459
12212,77052,59082
86050,89576,89626
25702,75766,96561
29208,49500,61423
49895,70544,43938
3625,1604,99990
20731,79291,28401
47063,66746,93720
18691,62764,14719
1512,64502,3762
23563,14932,64732
91712,43749,86523
14835,39793,17232
56986,38559,3022
70527,35626,69535
22255,84139,77807
49702,8817,73487
63723,62748,34835
57392,31606,44601
88225,36694,42326
15121,98346,22245
3978,54275,46658
56911,3154,40373
31140,42240,90143
19080,74958,51056
70681,22219,8113
34428,73570,23220
77742,89867,53083
54518,53140,87118
63840,4459,52882
91986,23691,62205
59371,15599,82230
14350,90406,97221
80581,53747,8848
96526,42123,77448
58332,94176,75089
47182,58372,56328
70217,48335,84883
55337,60106,95051
18986,62456,2174
6051,93117,95749
30730,97070,16782
30207,54397,15415
40602,57520,13932
83447,47366,19345
87227,23559,47635
87258,16832,59246
8721,25470,92412
61442,24615,24656
77779,79042,79978
3634,26395,18868
67813,56384,15982
22035,51571,66607
79617,30616,19955
25794,66856,70053
15376,99223,36646
20056,6119,84384
93173,27870,65282
39742,74809,61884
23961,85316,27104
15946,4753,56840
44170,55779,8220
10919,91427,38257
38337,80280,18819
10349,35803,91477
56524,67963,87001
80150,85535,80743
49924,94832,45066
72148,33370,11944
8011,90006,21759
9753,32707,2430
1279,10405,35804
33784,18358,77855
80640,14093,20491
45553,1217,86900
47725,29650,27058
96126,14894,58551
48695,81660,28533
8251,90932,11434
7045,21274,75838
72003,29033,29773
87119,31186,10337
99694,3595,82631
41737,88346,13884
29960,65179,94344
75389,6239,51722
43078,63597,45241
44248,34528,94790
6455,47919,36812
88370,38121,13132
2161,21684,58218
519,30535,28803
16110,21620,24431
28573,99186,33677
63974,92333,95765
84839,31989,19744
56287,73194,70624
42526,26912,5296
35734,24346,11476
9467,11340,47031
25450,48314,19428
20600,76398,46434
94369,68426,90141
25565,87758,72272
15188,87123,49182
93807,21426,93412
15085,62323,22120
4549,57647,27714
65754,36675,29344
97549,48022,28736
93705,2487,41822
99236,91922,52048
41659,65516,91651
54093,70521,67330
84099,37494,67144
56596,17212,13669
66543,39697,51866
23164,61975,1374
18338,14501,71578
60201,22684,73845
69555,39491,11550
83764,93692,85148
18479,36633,99272
85476,22960,37132
67720,30453,54220
98132,74729,56483
95612,82768,95529
41871,75247,98803
4806,64375,97184
79532,99497,42416
65335,56918,42095
96188,37416,73919
57259,29484,44342
22383,93363,91701
38498,15434,14784
4437,68298,57695
72117,54527,56189
14094,29241,99530
92819,32904,29066
45331,5102,97202
95062,91351,45874
78322,57448,61758
92406,22987,23513
26022,50320,76214
14023,27253,73386
58916,98876,41121
25419,68275,43298
8105,57027,78825
61092,43589,66004
3247,86640,28646
52325,48375,46470
62548,40650,5861
8728,47611,93118
16478,86137,96535
18312,60197,18827
42786,60006,44331
35231,94933,38942
44320,27553,54607
70953,92193,17990
32348,52365,59202
10483,67860,29069
49552,45511,81905
33260,35708,50494
15612,13289,60068
93577,59883,90210
24381,65399,67400
96136,87900,23954
6761,78391,97912
31112,60736,24384
78527,8307,84362
29315,82115,96310
73071,2790,11646
60977,75018,11497
74254,43006,8143
23078,29358,63609
92696,14636,33024
51112,27568,61926
17853,19314,15793
72424,41643,92532
91116,92460,89589
90230,35259,66047
51880,50598,21828
24255,76699,39364
27129,41881,29593
6190,95194,9640
53473,66825,53135
56217,73625,40301
54918,86827,53747
82524,69770,29957
39948,22033,29374
76578,22903,29037
60581,79605,19071
1316,15921,50834
51260,22576,40966
99018,18244,76018
80053,86802,51447
2383,72047,27224
55198,77736,25499
55222,82368,18663
91222,77392,2589
54789,34171,45445
94098,35399,52059
18193,56463,51192
94296,43289,17029
71625,80943,39546
81993,90159,45972
89809,25988,18158
66248,62906,48887
73034,73447,93880
58872,79498,27527
27835,83650,58242
577,1931,99890
85113,22065,59882
63949,81336,7209
85068,81079,52469
20449,19809,86344
79074,16343,97127
74418,90084,34531
30306,52052,29216
56552,95289,78577
78440,1219,80665
77574,70683,26799
50921,88216,31782
92888,61836,22790
25771,986,61889
74661,29276,39093
93367,8135,48314
73658,49457,51028
11952,58885,91638
1217,62134,11367
53911,85583,63156
85274,18725,74781
59836,97143,30718
4179,3432,17888
90459,2841,73441
36996,48608,66111
22851,64712,18975
46831,89395,56120
41489,83919,57809
63321,55491,47240
81900,544,76510
45342,43322,173
84355,80722,48344
52803,2075,12065
40562,64150,68776
97785,26826,76768
90180,49911,18101
5217,45050,89713
37796,16839,87331
76509,53176,19739
84095,40620,24748
22281,16525,52985
15732,61703,89409
70006,2117,91919
31457,81917,47444
31591,96172,70178
30181,97956,82461
42337,36780,81579
21947,18639,81298
24301,90105,3099
9866,50874,50947
73893,96643,94475
19638,74945,32455
86453,18042,70801
37324,80399,92147
60552,97429,86908
30054,79319,3017
84574,39525,88698
51008,52906,24299
57982,75313,21836
4573,92241,96973
72455,83854,10434
86163,44261,47726
19385,52656,26047
81360,37787,30939
